complaint_id,product_category,chunk_index,chunk_text
10000446,credit card,0,i noticed a charge of on my amex gold statement from i did not authorize this transaction and have been trying to resolve it with citibank for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10000436,credit card,0,i applied for the discover it card specifically for the point sign up bonus i met all the spending requirements within the specified timeframe but american express has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified
10001954,money transfer,0,my account was frozen by venmo after i made a western union transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation including pay stubs and tax returns
10001676,savings account,0,ally bank closed my synchrony savings account without warning citing business reasons i had in the account and it took weeks to receive a cashier s check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account
10001678,savings account,0,goldman sachs closed my marcus savings account without warning citing business reasons i had in the account and it took weeks to receive a cashier s check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account
10000631,credit card,0,i noticed a charge of on my citi double cash statement from i did not authorize this transaction and have been trying to resolve it with discover for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10001608,savings account,0,ally bank charged me a monthly maintenance fee on my synchrony savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again
10000473,credit card,0,someone made fraudulent purchases on my amex gold card totaling i reported this to discover immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred
10002233,money transfer,0,i was contacted by someone claiming to be from my bank s fraud department they convinced me to send via western union to secure my account i later realized this was a scam and immediately contacted venmo they refused to reverse the transaction saying western union transfers are final i believe venmo should have better fraud protection mechanisms
10001685,savings account,0,i have been trying to reach chase s customer service about an issue with my marcus savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is completely unacceptable for a bank holding my savings
10002094,money transfer,0,i was contacted by someone claiming to be from my bank s fraud department they convinced me to send via zelle to secure my account i later realized this was a scam and immediately contacted venmo they refused to reverse the transaction saying zelle transfers are final i believe venmo should have better fraud protection mechanisms
10000565,credit card,0,chase charged me a late fee on my amex gold card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be penalized for their slow processing system
10000529,credit card,0,the rewards program on my citi double cash card was changed without notice discover devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a bait and switch tactic long time customers should be grandfathered into the original rewards program
